areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E06000023,"Bristol, City of",utla,2021-03-12,29.7,2.1,
E06000023,"Bristol, City of",utla,2021-03-11,29.1,1.9,
E06000023,"Bristol, City of",utla,2021-03-10,28.9,1.9,
E06000023,"Bristol, City of",utla,2021-03-09,28.3,1.9,
E06000023,"Bristol, City of",utla,2021-03-08,28.1,1.8,
E06000023,"Bristol, City of",utla,2021-03-07,27.7,1.7,
E06000023,"Bristol, City of",utla,2021-03-06,27.6,1.7,
E06000023,"Bristol, City of",utla,2021-03-05,26.5,1.7,
E06000023,"Bristol, City of",utla,2021-03-04,26.0,1.5,
E06000023,"Bristol, City of",utla,2021-03-03,25.6,1.3,
E06000023,"Bristol, City of",utla,2021-03-02,25.3,1.3,
E06000023,"Bristol, City of",utla,2021-03-01,25.1,1.3,
E06000023,"Bristol, City of",utla,2021-02-28,24.9,1.2,
E06000023,"Bristol, City of",utla,2021-02-27,24.7,1.2,
E06000023,"Bristol, City of",utla,2021-02-26,24.1,1.1,
E06000023,"Bristol, City of",utla,2021-02-25,23.0,1.1,
E06000023,"Bristol, City of",utla,2021-02-24,22.4,1.1,
E06000023,"Bristol, City of",utla,2021-02-23,21.8,1.0,
E06000023,"Bristol, City of",utla,2021-02-22,21.6,1.0,
E06000023,"Bristol, City of",utla,2021-02-21,21.5,1.0,
E06000023,"Bristol, City of",utla,2021-02-20,21.4,0.9,
E06000023,"Bristol, City of",utla,2021-02-19,20.5,0.9,
E06000023,"Bristol, City of",utla,2021-02-18,19.9,0.9,
E06000023,"Bristol, City of",utla,2021-02-17,19.7,0.9,
E06000023,"Bristol, City of",utla,2021-02-16,19.4,0.9,
E06000023,"Bristol, City of",utla,2021-02-15,19.1,0.9,
E06000023,"Bristol, City of",utla,2021-02-14,19.0,0.9,
E06000023,"Bristol, City of",utla,2021-02-13,18.8,0.9,
E06000023,"Bristol, City of",utla,2021-02-12,18.0,0.9,
E06000023,"Bristol, City of",utla,2021-02-11,17.3,0.9,
E06000023,"Bristol, City of",utla,2021-02-10,16.5,0.9,
E06000023,"Bristol, City of",utla,2021-02-09,16.3,0.9,
