areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E08000025,Birmingham,utla,2021-04-17,40.3,12.2,
E08000025,Birmingham,utla,2021-04-16,40.1,11.7,
E08000025,Birmingham,utla,2021-04-15,39.9,11.2,
E08000025,Birmingham,utla,2021-04-14,39.8,10.7,
E08000025,Birmingham,utla,2021-04-13,39.7,10.2,
E08000025,Birmingham,utla,2021-04-12,39.6,9.9,
E08000025,Birmingham,utla,2021-04-11,39.5,9.7,
E08000025,Birmingham,utla,2021-04-10,39.4,9.5,
E08000025,Birmingham,utla,2021-04-09,39.2,8.8,
E08000025,Birmingham,utla,2021-04-08,39.1,8.3,
E08000025,Birmingham,utla,2021-04-07,39.0,7.8,
E08000025,Birmingham,utla,2021-04-06,38.9,7.3,
E08000025,Birmingham,utla,2021-04-05,38.8,7.1,
E08000025,Birmingham,utla,2021-04-04,38.8,6.9,
E08000025,Birmingham,utla,2021-04-03,38.8,6.8,
E08000025,Birmingham,utla,2021-04-02,38.7,6.6,
E08000025,Birmingham,utla,2021-04-01,38.5,6.3,
E08000025,Birmingham,utla,2021-03-31,38.3,5.5,
E08000025,Birmingham,utla,2021-03-30,38.1,4.9,
E08000025,Birmingham,utla,2021-03-29,37.9,4.6,
E08000025,Birmingham,utla,2021-03-28,37.6,4.4,
E08000025,Birmingham,utla,2021-03-27,37.3,4.3,
E08000025,Birmingham,utla,2021-03-26,36.5,3.5,
E08000025,Birmingham,utla,2021-03-25,36.1,3.1,
E08000025,Birmingham,utla,2021-03-24,35.6,2.7,
E08000025,Birmingham,utla,2021-03-23,35.3,2.4,
E08000025,Birmingham,utla,2021-03-22,35.0,2.3,
E08000025,Birmingham,utla,2021-03-21,34.6,2.2,
E08000025,Birmingham,utla,2021-03-20,34.3,2.2,
E08000025,Birmingham,utla,2021-03-19,33.2,2.0,
E08000025,Birmingham,utla,2021-03-18,32.6,1.7,
E08000025,Birmingham,utla,2021-03-17,32.1,1.6,
E08000025,Birmingham,utla,2021-03-16,31.7,1.5,
E08000025,Birmingham,utla,2021-03-15,31.3,1.5,
E08000025,Birmingham,utla,2021-03-14,30.9,1.5,
E08000025,Birmingham,utla,2021-03-13,30.6,1.5,
E08000025,Birmingham,utla,2021-03-12,29.7,1.5,
E08000025,Birmingham,utla,2021-03-11,29.3,1.4,
E08000025,Birmingham,utla,2021-03-10,29.0,1.4,
E08000025,Birmingham,utla,2021-03-09,28.6,1.3,
